Outlet,Address,Postcode,Sub area,Area,State,Location category,Location description,Other remarks
台好甲 Tai Ho Jiak - Kepong,"82-G, Jalan Rimbunan Raya, Laman Rimbunan, Kepong, 52100 Kuala Lumpur",52100,Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Indoor seating,None
Sam Gor Kopitiam,"39, Jalan Development, Taman Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Shiawase Barbecue House 郃樂烧烤屋,"31, Jalan Ambong 3, Kepong Baru, 52110 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Foong Yet Restaurant,"35, Jalan Seri Bintang 2, Taman Sri Bintang, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Taman Sri Bintang / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran Double Seven,"53 & 55, Jalan 3/36, Taman Sri Bintang, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Taman Sri Bintang / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Trendz Veg Cafe 潮素港味,"Unit G-2, Ground Floor, Suria @ North Kiara, 10, Jalan Seri Bintang, Segambut, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Taman Sri Sinar / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,Vegetarian
大将 Taisho Lamb Pot,"No 17, jalan 4/62a, Bandar menjalara, Kepong, 52100 Kuala Lumpur",52100,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Thai Taste Yum,"no16, Jalan Metro Perdana Timur 4, Taman Usahawan Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
茗香海鲜饭店 Min Xiang Seafood Restaurant,"8, Jalan Prima 8, Metro Prima, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52100,Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,
Fluffed Cafe @ Waterfront Desa Parkcity,"Waterfront, FF-08, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Beam,"25, Jalan Gangsa SD 5/3b, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Kuihme,"14g, Jalan Ara SD 7/3a, Bandar Sri Damansara, 52200 Petaling Jaya, Selangor",52200,Bandar Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Indoor seating,None
103 Coffee - Waterfront @ Park city,"FF03A-5, The Waterfront @ Park City, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
8 ParkCity Restaurant,"69, Jalan Medan Putra 1, Medan Putra Bussiness Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Abang Adik Kopitiam,"4, Jalan 6/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Awagyu Plaza Arkadia,"H-G-6, Plaza Arkadia, 3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Baker Next Door,"FF-30, 1st Floor, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Café Deli by El Mesón @ Desa ParkCity,"GF-05, The Waterfront @, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
CHATTEA Kopitiam,"25, Jalan 3/62a, Bandar Menjalara, 52200 Kepong, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Chinese Cooking 舌尖上的中国,"H-G-3a, PLAZA ARKADIA, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
D'Fortune Western Cuisine & Cafe,"Ground FLoor, No. 27 & 29, Jalan 3/62a, Pusat Bandar Menjalara, 52200 Kepong, Federal Territory of Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
DA NIU BAKE PIE 大牛烧饼 ( Light Dine In),"25, Jalan 11/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Dekõri Dessert Cafe - Plaza Arkadia,"E-G-12, Block Eaton, Plaza Arkadia, No.3, Jalan Intisari Perdana, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
DNS Bak Kut Teh Restaurant | 元帥肉骨茶| Restoran DNS Bak Kut Teh,"39, Jalan 11/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Double One Restaurant | Restoran Double One,"Double One Restaurant, 87, Jalan 3/62a, Bandar Menjalara, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
E Soo Hakka Cuisine . 二嫂客家酿豆腐 Plaza Arkadia,"E-G-03, Plaza Arkadia, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Eatalia by Brava @The Waterfront Desa Parkcity,"FF-21A, First Floor, The Waterfront @Parkcity, Desa Parkcity, 52200 Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Fatt Kee Kepong Restaurant | Restoran Fatt Kee Kepong,"79, Jalan 5/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Foo Fee (Menjalara),"41, Jalan 3/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Golden Sweet Home Restaurant Sdn Bhd 创新茶餐室,"17, Jalan 9/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Hainan Village Malayan Kopitiam (Menjalara),"8, Jalan 7A/62A, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Hama Japanese Dining,"F-G-7, Plaza Arkadia, 3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Han'ei Kaya,"A-G-7, Plaza Arkadia, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
HEYTEA (Desa ParkCity),"FF-07, The Waterfront@ParkCity, No 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
HO HO 168 Kopitiam,"2, Jalan 4/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Hometown Steamboat Restaurant,"71, Jalan 11/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Hong Kong Noodle 洪记潮州粉面,"G-9 (VIM3), Menara Perniagaan Manjalara. 99, 6, Jalan Menjalara Idaman, Bandar Sri Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Hookie Dookie Lounge & Bar,"G-G-13, Plaza Arkadia, No 3, Perdana, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Huahanfeng Dongbei restaurant,"E-G-5, PLAZA ARKADIA, 3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
INNBar 壹霸 Arkadia,"A-G-3A, Plaza Arkadia, No.3, Jalan Intisari, Persiaran Perdana, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Jaslyn Cakes Desa ParkCity,"FF-29, The Waterfront 6, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Jujube Vegetarian House - Menjalara Kepong Maluri,"20, Jalan 8/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Kamiya Japanese Restaurant,"G-G-15, Ground Floor, Plaza Arkadia, No 3, Jalan Intisari Perdana, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
"Kenny Hills Bakers, Desa Park City","GF-33, 33A & 35 Waterfront, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Kosa Coffee Plaza Arkadia,"G-G-11 Plaza Arkadia, No 3 Jalan Intisari Perdana, Desa Parkcity Desaparkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Lamei Hotpot VIP 辣妹火锅VIP(喷水池前Corner Lot）,"H-G-1 Block Hutton Plaza Arkadia, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Lamei Hotpot 辣妹火锅 (Corner Lot喷水池前)Plaza Arkadia,"H-G-16, Block Hutton, Plaza Arkadia No.3, Jalan Intisari Perdana, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
M Cuisine (Plaza Arkadia),"B-G-3A, Plaza Arkadia, Jalan, Medan Residen, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Marina Hot Pot Menjalara码头豚骨火锅,"59, Jalan 3/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Moim Modern Korean Cuisine @ The Waterfront,"FF-22, First Floor, The Waterfront@ParkCity, No. 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Naughty Babe Dirty Duck @ Waterfront Desa ParkCity,"FF-21, First Floor, The Waterfront @ Parkcity, Desa Parkcity, 52200 Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Ni Ichi Sushi Japanese Restaurant,"53, Jalan 9/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Onde Onde Desa Parkcity,"GF-03A, The Waterfront, Desa Parkcity, 52200 Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
One Dish One Taste Chongqing Hotpot,"H-G-11, Plaza Arkadia, Jalan Residen 3, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
A PARIS BAKEHOUSE,"B-G-19 & B-G-20 Ativo Plaza, Block B, No. 1 Jalan PJU 9/1, Damansara Avenue, PJU 9, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Fook Yin Lau DA Square 福宴樓,"Damansara Avenue, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Bandar Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Jiu Yi Cha Ji 九億茶記 (Bandar Sri Damansara),"1F-7, The Flo, Persiaran Perdana, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,
Reuben's Restaurant & Bar,"B-G-16, B-G-17 & B-G-18, Ativo Plaza Block B, No. 1, Jalan PJU 9/1, Damansara Avenue, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
The Hungry Beast Grill House,"1F-6, Pusat Komersial The FLO, Persiaran Perdana, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Victoria25 cafe,"DA Square, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor",52200,Bandar Sri Damansara,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Q House Bandar Menjalara,"52200, Federal Territory of Kuala Lumpur, Kuala Lumpur, Bandar Sri Menjalara, Jalan Menjalara Idaman, Unit 1.2 & 1.3",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restaurant Foo Hou Dim Sum,"Ground FLoor, Wisma Menjalara, Wisma Menjalara, No.16, Jalan 7A/62A, Bandar Menjalara, 52200 Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran De' Champion Duck 冠军烧鸭叉烧小菜馆,"10, Jalan Medan Putra 3, Medan Putra Business Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran E So Yong Tou Foo,"E So Yong Tou Foo Restaurant, 55, Jalan 9/62a, Bandar Sri Menjalara, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran Eden Dim Sum City,"Jalan 9/62a, Bandar Sri Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran Ful Lai Dim Sum 富徕包饺点心,"47&49, Jalan 3/62a, Bandar Sri Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran Golden Horse 金馬茶餐室,"Medan Putra Bussiness Centre, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran HK 福氣茶餐室,"86, Jalan Medan Putra 3, Medan Putra Business Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran Kaw Kaw Pakkopi,"49, Jalan 9/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran Ketam Steamboat Seafood,"55, Jalan 11/62a, Bandar Sri Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Restoran Siew Kee Pork Noodle 兆基猪肉粉,"34, Jalan Medan Putra 3, Medan Putra Bussiness Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Rock Bottom Desa ParkCity,"A-G-8, Plaza Arkadia, No 3, Perdana, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Big Tree Lin Kee Steamed Fish Head @Menjalara 大树头连记蒸鱼头,"12, Jalan 4/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,Seated near entrance
Sae Ma Eul BBQ Menjalara,"59, Jalan Medan Putra 1, Medan Putra Bussiness Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Furkids Planet Plaza Arkadia,"F-1-13A, Perdana, Plaza Arkadia, 3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Indoor seating,None
MadHatter Desserts,"26, Jalan Medan Putra 4, Medan Putra Business Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Indoor seating,None
Mangkuk,"44, Jalan Medan Putra 3, Medan Putra Business Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Indoor seating,Carrier / Stroller
Petsmore Plaza Arkadia,"E-G-10, PLAZA ARKADIA, NO. 3 JALAN INTISARI PERDANA, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Activity,Swimming,Indoor swimming pool
Plaza Arkadia,"3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Activity,,None
Rosso Pizza Wine Bar,"H-G-13, Hutton Plaza Arkadia, 3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Indoor seating; Outdoor seating,None
Sixteen Handcraft Dessert Cafe,"G3, M Suite, Lorong 5/62a, Bandar Menjalara, 52200 Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Indoor seating,Carrier / Stroller
The Central Park,"The Waterfront, Desapark City, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Park,,None
The Stretch Clinic - Desa ParkCity,"FF-15, First Floor, The Waterfront @, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Activity,None,None
Three Little Shiba Studio And Cafe,"G13, M Suite, Lorong 5/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Indoor seating,None
Sri Bintang Hill Trail,"Jalan 11/36, Taman Sri Bintang, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Taman Sri Bintang / Kepong,Kuala Lumpur,Wilayah Persekutuan,Hiking,,None
Unreal Scene Studio & Cafe,"G-1-8, Plaza Arkadia, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Activity,Photography studio,None
川二代 Chuan Er Dai,"D-G-10, Plaza Arkadia, 3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Indoor seating; Outdoor seating,None
Si Si Nan Cun 四四南村 Plaza Arkadia,"No 3, Perdana, Plaza Arkadia, E-G-1, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Skinny Dip,"3, Jalan Medan Putra 3, Medan Putra Bussiness Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Sottukkung Brothers Desa park,"A-G-6, Plaza Arkadia3, Jalan Intisari, Desa Parkcity, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Tai Tao steamboat,"Jalan 11/62a, Bandar Sri Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Taipei Walker Cafe Desa Parkcity,"B-G-10 BELLAMY, PLAZA ARKADIA NO.3 intisari perdana, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
Tasty Porridge 品粥 @ Bandar Menjalara,"35, Jalan 3/62a, Bandar Menjalara, 52200 Kepong, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
The Alley Plaza Arkadia Desa Park City,"E-G-12, Blok Eaton, Plaza Arkadia, No. 3, Jalan Intisari Perdana, Desa Parkcity, 52200 Kuala Lumpur",52200,Plaza Arkadia,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
The Barn Desa ParkCity,"GF-01, The Waterfront @ Parkcity, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur",52200,Waterfront,Desa Park City,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
The Oriental Food Restaurant,"45-G, Jalan 3/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",52200,Bandar Menjalara / Kepong,Kuala Lumpur,Wilayah Persekutuan,Food & Beverage,Outdoor seating,None
